word,word_len,uni_prob,uni_prob_freq_weighted,uni_prob_smoothed,uni_prob_freq_weighted_smoothed,bi_prob,bi_prob_freq_weighted,bi_prob_smoothed,bi_prob_freq_weighted_smoothed,pos_uni_score,pos_uni_score_freq_weighted,pos_uni_score_smoothed,pos_uni_score_freq_weighted_smoothed,pos_bi_score,pos_bi_score_freq_weighted,pos_bi_score_smoothed,pos_bi_score_freq_weighted_smoothed
D IY S,3,-9.338364943043588,nan,-9.338636092771768,nan,-10.79995520932226,nan,-10.808280161264605,nan,1.1884238317726044,nan,1.1882591596791843,nan,1.0070226892999028,nan,1.0067110604878267,nan
D IY T,3,-9.20569412045243,nan,-9.205976981690148,nan,-10.357124706992977,nan,-10.365761671957149,nan,1.1710152649252348,nan,1.1708764737492487,nan,1.006755452528123,nan,1.006458489677796,nan
F AH L,3,-9.09973145485658,nan,-9.099927945111437,nan,-8.066249973284577,nan,-8.082666915160988,nan,1.1957890858516291,nan,1.1956138600244632,nan,1.0125220825262018,nan,1.0119085468797895,nan
F AY K,3,-11.354152399448232,nan,-11.353968587873993,nan,-10.85613330629926,nan,-10.875831863194573,nan,1.135401235801508,nan,1.1353148807966433,nan,1.0049733426388534,nan,1.0047735571848426,nan
F ER S,3,-10.328808901254522,nan,-10.328874015603862,nan,-10.361250587139649,nan,-10.37665007109218,nan,1.1631072636173898,nan,1.1629797337073569,nan,1.0061157164933807,nan,1.0058533874922622,nan
F ER T,3,-10.196138078663363,nan,-10.19621490452224,nan,-10.244237517143146,nan,-10.258515021086932,nan,1.1456986967700202,nan,1.1455970477774213,nan,1.0048940626795302,nan,1.004698778074979,nan
F IY K,3,-10.237384890532546,nan,-10.237476911913639,nan,-12.013144864979523,nan,-12.021544843817225,nan,1.147009421833996,nan,1.1469060293740934,nan,1.0052106947508301,nan,1.0049974585108863,nan
F IY N,3,-9.807515388253162,nan,-9.807649105731423,nan,-11.03481632415417,nan,-11.043948465722398,nan,1.184078979748022,nan,1.1839204768257765,nan,1.0043708077538078,nan,1.0042036645365042,nan
F IY S,3,-10.001505032720189,nan,-10.001622128930496,nan,-11.583833909335546,nan,-11.591699857508106,nan,1.1739239824203898,nan,1.1737805766999807,nan,1.005439754840927,nan,1.0052139477766269,nan
G AY N,3,-11.339490156910959,nan,-11.339184507097013,nan,-12.275167015920758,nan,-12.24500031092116,nan,1.1510034842849828,nan,1.1508935040972978,nan,1.0044236174152787,nan,1.0042528261872115,nan
G EY S,3,-11.213312273781716,nan,-11.213102338899713,nan,-11.084063436802897,nan,-11.103680801474555,nan,1.1343659934586885,nan,1.1342806248957833,nan,1.003993918596909,nan,1.0038472091290758,nan
HH AH S,3,-9.936572561440038,nan,-9.936347268480766,nan,-9.851662796714358,nan,-9.87490194725769,nan,1.2011794601931447,nan,1.2009960419645749,nan,1.0087416155076159,nan,1.0083356019879757,nan
HH AY N,3,-11.770310109354597,nan,-11.769745340795987,nan,-9.628804695926444,nan,-9.663069335417653,nan,1.1635449124259891,nan,1.163416538206583,nan,1.0070618415135715,nan,1.0067480140392113,nan
HH AY S,3,-11.964299753821622,nan,-11.96371836399506,nan,-10.641722587334979,nan,-10.670779265135371,nan,1.1533899150983569,nan,1.1532766380807873,nan,1.004274943750725,nan,1.0041140613060344,nan
HH EY N,3,-11.450142581758328,nan,-11.449690149399613,nan,-10.729824984501766,nan,-10.743542565084752,nan,1.157062418927327,nan,1.1569435591308643,nan,1.0047961166782413,nan,1.004605357562715,nan
HH EY S,3,-11.644132226225354,nan,-11.643663172598686,nan,-11.379211836195937,nan,-11.391068174669378,nan,1.1469074215996948,nan,1.1468036590050685,nan,1.003956229681219,nan,1.003811563588333,nan
HH IY N,3,-10.65354260043891,nan,-10.65325366483563,nan,-11.166172200534566,nan,-11.181101349979418,nan,1.175153098458477,nan,1.1750076867840331,nan,1.0040316075125988,nan,1.0038828546698186,nan
JH AH N,3,-9.580212146598406,nan,-9.580114416705175,nan,-8.499707421851666,nan,-8.525290780072792,nan,1.186628220702458,nan,1.1864659409621694,nan,1.0220441725429927,nan,1.0209072395250822,nan
JH AY N,3,-11.607939338979989,nan,-11.60748551221947,nan,-12.3941002964781,nan,-12.381738648380562,nan,1.1388386756076703,nan,1.1387465370783818,nan,1.0044236174152787,nan,1.0042528261872115,nan
K AH K,3,-8.346828436071585,nan,-8.34719919594798,nan,-9.392596485427557,nan,-9.402388540794139,nan,1.2254474847227494,nan,1.225229012219824,nan,1.0263561275168334,nan,1.0249963508818158,nan
K AH N,3,-7.9169589337922,nan,-7.917371389765762,nan,-6.841090016329184,nan,-6.851010876200242,nan,1.2625170426367756,nan,1.262243459671507,nan,1.042848454003815,nan,1.0405835780151371,nan
K ER M,3,-9.969302310911658,nan,-9.969484925114703,nan,-11.211977089265604,nan,-11.221743384554673,nan,1.1718830176080033,nan,1.1717432867718518,nan,1.0054618352448432,nan,1.005235641203858,nan
K ER N,3,-9.155222485792432,nan,-9.155502695993066,nan,-10.495880195009242,nan,-10.503755463784433,nan,1.2155189647714757,nan,1.2153143613725457,nan,1.004889185019601,nan,1.0046944180395065,nan
K EY B,3,-10.85490016487675,nan,-10.85488079283676,nan,-13.490419129734068,nan,-13.486350325924164,nan,1.1419702846419362,nan,1.1418748864173336,nan,1.002237303473506,nan,1.002187022088184,nan
K EY D,3,-10.370844782175363,nan,-10.370927360318895,nan,-10.288911867218841,nan,-10.301939394648356,nan,1.154186822780441,nan,1.1540732625085164,nan,1.0031917205155765,nan,1.0030890606954366,nan
K IY K,3,-9.257788119537482,nan,-9.258078615501917,nan,-12.06354524886986,nan,-12.066787982201031,nan,1.1892661256604495,nan,1.1891007569134864,nan,1.0044569164370323,nan,1.0042845476960294,nan
K IY S,3,-9.021908261725125,nan,-9.022223832518774,nan,-11.634234293225882,nan,-11.636942995891914,nan,1.2161806862468434,nan,1.2159753042393737,nan,1.0046859765271292,nan,1.00450103696177,nan
K IY T,3,-8.889237439133966,nan,-8.889564721437154,nan,-11.191403790896597,nan,-11.194424506584458,nan,1.1987721193994738,nan,1.1985926183094382,nan,1.0044187397553495,nan,1.0042484661517392,nan
L AH N,3,-7.690265181582132,nan,-7.6907018425175,nan,-8.327785922246076,nan,-8.335803114081632,nan,1.2034254487832052,nan,1.2032385331926232,nan,1.0230994621823097,nan,1.021905314665882,nan
L EY L,3,-9.601000596436764,nan,-9.601176005569375,nan,-11.172457883854879,nan,-11.183495711166762,nan,1.1246821572310626,nan,1.124611278125466,nan,1.0045993800779118,nan,1.0044197177986975,nan
M AH B,3,-9.531550822931274,nan,-9.531719311658257,nan,-10.888080207225048,nan,-10.89861478455538,nan,1.1588816724369526,nan,1.1587614140122429,nan,1.0136837411229214,nan,1.0130095278607616,nan
M AH N,3,-8.30116925663204,nan,-8.301525812705183,nan,-7.2410867386446,nan,-7.252748319229027,nan,1.2251563918383421,nan,1.22493760430691,nan,1.0279236433906163,nan,1.0264679438809672,nan
M AY D,3,-11.075222632611473,nan,-11.075136974654686,nan,-10.57113715930314,nan,-10.58792665505248,nan,1.1233086654806699,nan,1.123240386219638,nan,1.0044702170530755,nan,1.00429839305941,nan
M ER N,3,-9.539432808632274,nan,-9.539657118932487,nan,-10.951235013175896,nan,-10.959722710932198,nan,1.1781583139730425,nan,1.1780085060079486,nan,1.0039469621273533,nan,1.0038032795209353,nan
M ER S,3,-9.7334224530993,nan,-9.73363014213156,nan,-10.90334011724751,nan,-10.912945896202423,nan,1.1680033166454102,nan,1.1678686058821528,nan,1.0055503827580323,nan,1.0053187043811194,nan
M EY B,3,-11.23911048771659,nan,-11.239035215776179,nan,-14.1159603869881,nan,-14.111636929884142,nan,1.104609633843503,nan,1.1045690310527365,nan,1.003367970944203,nan,1.0032563883104697,nan
M EY P,3,-10.8831267206669,nan,-10.883131025752627,nan,-12.94708156379544,nan,-12.950851306221733,nan,1.1161008150300342,nan,1.1160431285635055,nan,1.0034061476258858,nan,1.0032924698547598,nan
N EY N,3,-9.194649096298132,nan,-9.194859487701468,nan,-11.834780955457703,nan,-11.844154747618841,nan,1.1398132474901472,nan,1.1397196863919676,nan,1.0046453610154817,nan,1.0044627753997435,nan
N EY S,3,-9.388638740765158,nan,-9.388832510900542,nan,-12.484167807151874,nan,-12.49168035720347,nan,1.129658250162515,nan,1.1295797862661718,nan,1.0038054740184594,nan,1.0036689814253614,nan
N IY N,3,-8.398049114978715,nan,-8.398423003137484,nan,-12.05901104200285,nan,-12.064029364449894,nan,1.1579039270212972,nan,1.1577838140451364,nan,1.0041823631753584,nan,1.00402543683279,nan
P AH L,3,-8.564662980831674,nan,-8.564991151447023,nan,-8.060756181221555,nan,-8.072376614042785,nan,1.2256926712689233,nan,1.2254735869997555,nan,1.0151603066244945,nan,1.0144037347317891,nan
P AH M,3,-9.175567055881583,nan,-9.175815121634706,nan,-9.61482183898045,nan,-9.628278541740865,nan,1.2065279770641437,nan,1.2063373845067125,nan,1.0168782573002217,nan,1.0160274042248436,nan
P AY T,3,-10.45053324501981,nan,-10.450517900144815,nan,-9.999659166618997,nan,-10.012618455184391,nan,1.1748108149578267,nan,1.1746664691678874,nan,1.005137755749415,nan,1.0049283474471369,nan
P ER B,3,-10.830132349061824,nan,-10.830157697693448,nan,-12.322812416976777,nan,-12.329303627274044,nan,1.136891126960927,nan,1.1368031705137778,nan,1.0084951267760074,nan,1.0081054898621393,nan
P ER D,3,-10.346076966360437,nan,-10.346204265175583,nan,-9.51980159325362,nan,-9.534652531706094,nan,1.1491076650994319,nan,1.1490015466049606,nan,1.008342420049276,nan,1.007961163684979,nan
P ER N,3,-9.599750782762591,nan,-9.599964198740373,nan,-9.573482990193941,nan,-9.58567794408291,nan,1.2031658463623165,nan,1.202979360808445,nan,1.0094495438180782,nan,1.0090075284693918,nan
P ER V,3,-11.243066150196508,nan,-11.242955683136538,nan,-10.489692765078951,nan,-10.508603656435309,nan,1.1351731762851998,nan,1.1350877738759553,nan,1.009220483727981,nan,1.0087910392036512,nan
P EY B,3,-11.299428461846908,nan,-11.299342295584065,nan,-13.844228611633927,nan,-13.839445310079293,nan,1.129617166232777,nan,1.1295398858532328,nan,1.0037825490167918,nan,1.003648489258641,nan
P EY K,3,-10.498916397827058,nan,-10.498976602813208,nan,-11.264769698605507,nan,-11.27538243719576,nan,1.1588223277201404,nan,1.1587016286962168,nan,1.004393375923717,nan,1.0042257939672825,nan
P EY M,3,-10.8831267206669,nan,-10.883131025752627,nan,-11.858854357175657,nan,-11.865821111764951,nan,1.152255938470694,nan,1.1521450015472061,nan,1.00416431583362,nan,1.004009304701542,nan
P EY P,3,-10.943444694797217,nan,-10.943438105560514,nan,-12.675349788441267,nan,-12.678659686416884,nan,1.1411083474193082,nan,1.1410139833640018,nan,1.0038207256984746,nan,1.0036845708029312,nan
P IY M,3,-10.086526739347482,nan,-10.086694541188644,nan,-11.516860516796624,nan,-11.525834533752095,nan,1.170346618001844,nan,1.170209129200375,nan,1.0043248268162384,nan,1.0041606069354583,nan
R AH L,3,-7.987230054027803,nan,-7.9876398699799385,nan,-7.753373658018749,nan,-7.763027331803543,nan,1.2065604025132741,nan,1.2063693788090144,nan,1.0135773721655188,nan,1.0129066220205893,nan
R AY R,3,-10.108746368785742,nan,-10.108790734022717,nan,-12.405219810504475,nan,-12.417112628957332,nan,1.1693457982446298,nan,1.1692091942291571,nan,1.004135894471796,nan,1.0039819432281967,nan
R EY B,3,-10.721995535043035,nan,-10.72199101411698,nan,-13.569843166639277,nan,-13.566344435173045,nan,1.1104848974771275,nan,1.1104356776624917,nan,1.0041594381736907,nan,1.0040049446660695,nan
R EY M,3,-10.305693793863027,nan,-10.305779744285543,nan,-11.584468912181007,nan,-11.592720236858703,nan,1.1331236697150446,nan,1.133040793356465,nan,1.004541204990519,nan,1.0043657601089704,nan
R IY G,3,-10.519687520440943,nan,-10.519630858599095,nan,-12.509835897069877,nan,-12.509983229673082,nan,1.1208257106266633,nan,1.1207614604828164,nan,1.0172703031738448,nan,1.01640523280911,nan
R IY N,3,-8.695013987424385,nan,-8.695361030599923,nan,-9.300617896112547,nan,-9.309990214022568,nan,1.194850296409667,nan,1.1946759956103277,nan,1.0194463740297661,nan,1.0184618808336454,nan
R IY S,3,-8.889003631891413,nan,-8.889334053798997,nan,-9.849635481293923,nan,-9.857741605808274,nan,1.1846952990820347,nan,1.1845360954845319,nan,1.0205153211168854,nan,1.019472164073768,nan
R IY T,3,-8.756332809300254,nan,-8.756674942717375,nan,-9.406804978964638,nan,-9.415223116500817,nan,1.1672867322346652,nan,1.1671534095545963,nan,1.0202480843451056,nan,1.0192195932637373,nan
R IY Z,3,-10.500139818155704,nan,-10.50009247198997,nan,-9.328607905126024,nan,-9.35008591602918,nan,1.1231926648909987,nan,1.1231248958504831,nan,1.0187210170777923,nan,1.0177763314921335,nan
S AH D,3,-8.42740525957769,nan,-8.427756673217829,nan,-9.362884098677762,nan,-9.37309552458053,nan,1.2236742877071236,nan,1.2234587559189272,nan,1.0138552448258524,nan,1.0131745687079279,nan
S AH G,3,-9.5057526089964,nan,-9.505786434781792,nan,-11.338335900461024,nan,-11.352798306566278,nan,1.2037078831870045,nan,1.2035220349949003,nan,1.0142370116426809,nan,1.0135353841508288,nan
S AH JH,3,-9.774201791065432,nan,-9.774087439904248,nan,-10.213367376361884,nan,-10.237973832936358,nan,1.196721550439047,nan,1.196546088667755,nan,1.0131680645555616,nan,1.0125251009107061,nan
S AH L,3,-7.884254826049158,nan,-7.884674865716573,nan,-7.579408352357113,nan,-7.588704165125248,nan,1.2532612160113155,nan,1.2530016980147607,nan,1.0216051112074667,nan,1.020499122198817,nan
S AH S,3,-7.875068720446869,nan,-7.8754896299816926,nan,-8.35358951427412,nan,-8.362548178906607,nan,1.267577471642376,nan,1.2672966699966157,nan,1.017749266357501,nan,1.0168548862255176,nan
S AH SH,3,-9.30254650388789,nan,-9.302668827323611,nan,-12.589070762599437,nan,-12.590545550911335,nan,1.194927246399954,nan,1.1947544521793625,nan,1.0127862977387334,nan,1.012164285467805,nan
S AH T,3,-7.74239789785571,nan,-7.742830518900071,nan,-8.278721865245043,nan,-8.287232467311403,nan,1.2501689047950064,nan,1.2499139840666802,nan,1.0169475560421615,nan,1.0160971737954254,nan
S AH V,3,-9.324394443413759,nan,-9.324508091178783,nan,-10.640373283653648,nan,-10.65574191136034,nan,1.2097397988928915,nan,1.2095449831899219,nan,1.0141224815976322,nan,1.0134271395179584,nan
S AH Z,3,-9.486204906711162,nan,-9.486248048172666,nan,-10.024343058811773,nan,-10.04243771216236,nan,1.20607483745134,nan,1.205885470362567,nan,1.0136261847357555,nan,1.0129580794421873,nan
S AY B,3,-10.939187834660661,nan,-10.939081201249989,nan,-13.204669074461535,nan,-13.207481260457634,nan,1.1636682044738311,nan,1.1635409759439568,nan,1.0045363273305896,nan,1.0043614000734982,nan
S AY K,3,-10.13867577064081,nan,-10.13871550847913,nan,-11.131601188131238,nan,-11.143553342057213,nan,1.1928733659611945,nan,1.1927027187869408,nan,1.0062924546879997,nan,1.0060211511108426,nan
S AY L,3,-9.911982018430743,nan,-9.912045961230866,nan,-10.419079484241923,nan,-10.432060100005362,nan,1.2054716709165278,nan,1.205282294130973,nan,1.00602521791622,nan,1.0057685803008118,nan
S AY M,3,-10.522886093480652,nan,-10.522869931418551,nan,-11.454708463909288,nan,-11.465031988738321,nan,1.1863069767117482,nan,1.18614609163793,nan,1.0043454439221755,nan,1.0041809923520477,nan
S AY P,3,-10.58320406761097,nan,-10.583177011226438,nan,-12.214482040012248,nan,-12.221946580199516,nan,1.1751593856603624,nan,1.1750150734547258,nan,1.005108977555832,nan,1.0049026232378495,nan
S AY S,3,-9.902795912828454,nan,-9.902860725495987,nan,-10.795237482911396,nan,-10.80584752496778,nan,1.2197879265475884,nan,1.2195772661128281,nan,1.0047272107390037,nan,1.0045418077949486,nan
S AY V,3,-11.352121635795346,nan,-11.351879186693079,nan,-11.291640503103629,nan,-11.308784418077993,nan,1.161950253798104,nan,1.1618255793061343,nan,1.004650857375638,nan,1.0044696447063683,nan
S ER D,3,-9.665668811577921,nan,-9.665887979445134,nan,-10.408981172366163,nan,-10.418970772378499,nan,1.176676209841824,nan,1.1765296576199658,nan,1.0056665070352935,nan,1.0054303302922365,nan
S ER G,3,-10.744016160996633,nan,-10.743917741009096,nan,-13.385617944466258,nan,-13.383621597685671,nan,1.1567098053217049,nan,1.1565929366959389,nan,1.0054374469451965,nan,1.005213841026496,nan
S ER K,3,-9.349212130259458,nan,-9.349475719192139,nan,-11.343662766171276,nan,-11.350135339801948,nan,1.1936648331906825,nan,1.193493024371767,nan,1.0072699276659722,nan,1.0069457551524206,nan
S ER L,3,-9.12251837804939,nan,-9.122806171943877,nan,-10.999624835861411,nan,-11.004356018561191,nan,1.2062631381460158,nan,1.2060725997157993,nan,1.0058955671253904,nan,1.005646819557977,nan
S ER M,3,-9.7334224530993,nan,-9.73363014213156,nan,-11.178759463562846,nan,-11.187984105525553,nan,1.1870984439412362,nan,1.1869363972227562,nan,1.0073462810293379,nan,1.0070179182410008,nan
S ER N,3,-8.919342627980075,nan,-8.919647913009923,nan,-10.462662569306485,nan,-10.469996184755313,nan,1.2307343911047086,nan,1.23050747182345,nan,1.0067736308040955,nan,1.0064766950766493,nan
S ER P,3,-9.793740427229617,nan,-9.793937221939446,nan,-12.522340124602945,nan,-12.524773260194067,nan,1.1759508528898504,nan,1.175805379039552,nan,1.0060100971704389,nan,1.0057550641908475,nan
S ER S,3,-9.113332272447101,nan,-9.113620936208996,nan,-10.414767673378096,nan,-10.423219370025539,nan,1.2205793937770764,nan,1.2203675716976543,nan,1.0083770514347743,nan,1.0079921199368334,nan
S ER T,3,-8.980661449855942,nan,-8.980961825127375,nan,-10.297754603381593,nan,-10.305084320020292,nan,1.2031708269297068,nan,1.2029848857677188,nan,1.0071553976209238,nan,1.0068375105195502,nan
S ER Z,3,-10.724468458711392,nan,-10.724379354399968,nan,-11.185750979011168,nan,-11.195806375544336,nan,1.1590767595860403,nan,1.1589563720636056,nan,1.0049029734016368,nan,1.0047086994064347,nan
S EY B,3,-10.619020307064392,nan,-10.619026009853616,nan,-14.595278013759216,nan,-14.583837252241327,nan,1.157185710975169,nan,1.157067996868238,nan,1.0029533928716141,nan,1.0028642873622984,nan
S EY D,3,-10.134964924363006,nan,-10.135072577335752,nan,-11.39377075124399,nan,-11.399426320965519,nan,1.169402249113674,nan,1.1692663729594208,nan,1.0039078099136847,nan,1.0037663259695508,nan
S EY P,3,-10.263036540014701,nan,-10.263121819830065,nan,-13.426399190566556,nan,-13.423051628578918,nan,1.1686768921617003,nan,1.168542094379007,nan,1.002991569553297,nan,1.0029003689065885,nan
S EY S,3,-9.582628385232185,nan,-9.582805534099615,nan,-11.430944037462414,nan,-11.435326750554227,nan,1.2133054330489264,nan,1.2131042870371094,nan,1.004747696910707,nan,1.004560119943933,nan
S IY G,3,-10.4167122924623,nan,-10.41666585433573,nan,-13.232649121823648,nan,-13.231133428632024,nan,1.1675265241247048,nan,1.1673937796885627,nan,1.0043430050922106,nan,1.0041788123343114,nan
S IY V,3,-10.23535412687966,nan,-10.235387510732721,nan,-10.821857860094946,nan,-10.83820661521968,nan,1.1735584398305918,nan,1.1734167278835843,nan,1.005870072359524,nan,1.0056220741059152,nan
T AH L,3,-7.751584003458,nan,-7.752015754634952,nan,-8.454492704864828,nan,-8.462922138990539,nan,1.1891605832906167,nan,1.1889950792339703,nan,1.012107504453613,nan,1.011516445931618,nan
T AY S,3,-9.770125090237295,nan,-9.770201614414365,nan,-12.063882432522934,nan,-12.07253702049542,nan,1.1556872938268894,nan,1.1555706473320377,nan,1.0034457876055474,nan,1.0033298594096915,nan
T ER T,3,-8.847990627264785,nan,-8.848302714045754,nan,-10.149193192177558,nan,-10.1578431034544,nan,1.1390701942090078,nan,1.1389782669869284,nan,1.0045548624383212,nan,1.0043779682082932,nan
T EY N,3,-9.255967918174,nan,-9.25617339981892,nan,-10.612197899987123,nan,-10.624555221492251,nan,1.1593597976558596,nan,1.1592375683821148,nan,1.0046830499311716,nan,1.0044984209404864,nan
T EY S,3,-9.449957562641027,nan,-9.450146423017994,nan,-11.261584751681294,nan,-11.27208083107688,nan,1.1492048003282274,nan,1.149097668256319,nan,1.0038431629341493,nan,1.0037046269661043,nan
TH IY N,3,-11.360112801330995,nan,-11.359063956880204,nan,-11.931435194064422,nan,-11.976392360246958,nan,1.142575514848956,nan,1.1424778834671212,nan,1.0037300961870796,nan,1.0035976903438757,nan
V AY K,3,-11.5880014936077,nan,-11.587733969676222,nan,-12.283923755044686,nan,-12.301498487021185,nan,1.103802862797591,nan,1.1037628519146907,nan,1.004370319987815,nan,1.004203228532957,nan
V AY R,3,-11.455096863773989,nan,-11.454844190956443,nan,-13.240357926920634,nan,-13.25708862395718,nan,1.126976108579068,nan,1.1269016465626533,nan,1.003721316399207,nan,1.0035898422800253,nan
V AY T,3,-11.219450813204185,nan,-11.219220075611457,nan,-10.540267271948037,nan,-10.562562732866184,nan,1.1133088565366154,nan,1.1132547133106425,nan,1.0054392670749341,nan,1.0052135117730796,nan
V ER N,3,-10.368668350946965,nan,-10.368666374207015,nan,-10.521804237549029,nan,-10.540356010425505,nan,1.1416638879411052,nan,1.1415676049512,nan,1.0039469621273533,nan,1.0038032795209353,nan
V EY T,3,-10.899283285607916,nan,-10.899164884215084,nan,-9.963935706015722,nan,-9.98326123064107,nan,1.1068263630379533,nan,1.1067817342349238,nan,1.004073686322225,nan,1.0039224242424865,nan
V IY N,3,-10.041364482412632,nan,-10.041414487533649,nan,-11.807758111796659,nan,-11.819348799476792,nan,1.1524806067441051,nan,1.1523684479438239,nan,1.0036924072713898,nan,1.0035620448031328,nan
W EY S,3,-11.457498990438792,nan,-11.4571559639964,nan,-10.566481168753953,nan,-10.594193655024121,nan,1.1307127846608578,nan,1.1306327741192048,nan,1.004747696910707,nan,1.004560119943933,nan
CH AH CH,3,-12.665399154391569,nan,-12.663941408347082,nan,-14.46296853859861,nan,-14.509160103476534,nan,1.0970010384864102,nan,1.0969718765209624,nan,1.0011394472585695,nan,1.001148941371169,nan
CH AH JH,3,-12.169367008037781,nan,-12.168313329086942,nan,-12.461127145814114,nan,-12.512164547726442,nan,1.0991771093423313,nan,1.0991447122622042,nan,1.0015975674387636,nan,1.00158191990265,nan
CH AH SH,3,-11.69771172086024,nan,-11.696894716506307,nan,-14.836830532051668,nan,-14.864736265701419,nan,1.0973828053032384,nan,1.0973530757738117,nan,1.0012158006219354,nan,1.001221104459749,nan
CH AH Z,3,-11.88137012368351,nan,-11.880473937355358,nan,-12.272102828264003,nan,-12.316628426952445,nan,1.1085303963546242,nan,1.1084840939570162,nan,1.0020556876189575,nan,1.0020148984341313,nan
CH AY B,3,-13.334353051633009,nan,-13.333307090432681,nan,-15.882435060938047,nan,-15.872965313947525,nan,1.0661237633771152,nan,1.066139599538406,nan,1.001521214075398,nan,1.0015097568140698,nan
CH AY DH,3,-16.284121113488457,nan,-16.278277560443417,nan,-17.10299746828262,nan,-17.08699295432344,nan,1.0438285812743435,nan,1.0438775631719972,nan,1.00060497371501,nan,1.0006437997511075,nan
CH AY Z,3,-13.909097316065093,nan,-13.907845032869652,nan,-11.742787295123016,nan,-11.761565282283705,nan,1.0607408512598364,nan,1.0607646900732286,nan,1.0013303306669838,nan,1.0013293490926194,nan
CH ER G,3,-13.139181377968981,nan,-13.13814363019179,nan,-14.19651698922791,nan,-14.224102267058477,nan,1.059165364224989,nan,1.059191560290388,nan,1.0011032216408586,nan,1.0011146038410677,nan
CH ER JH,3,-13.407630560038013,nan,-13.406444635314246,nan,-12.454444053463916,nan,-12.50154836402296,nan,1.0521790314770314,nan,1.0522156139632428,nan,1.0011795750042243,nan,1.001186766929648,nan
CH ER TH,3,-14.276571531304706,nan,-14.27451475593534,nan,-13.148728151476192,nan,-13.210222577034596,nan,1.048743130125577,nan,1.0487848206875976,nan,1.0008741615507615,nan,1.000898114575327,nan
CH ER Z,3,-13.119633675683744,nan,-13.118605243582664,nan,-11.996650023772819,nan,-12.036287044917142,nan,1.0615323184893244,nan,1.0615549956580548,nan,1.000568748097299,nan,1.0006094622210064,nan
CH EY DH,3,-15.963953585892188,nan,-15.958222369047046,nan,-16.99572098105195,nan,-17.0178823734608,nan,1.0373460877756815,nan,1.0374045840962784,nan,1.00060497371501,nan,1.0006437997511075,nan
CH EY G,3,-13.608477490754066,nan,-13.607328228082409,nan,-16.364386057906046,nan,-16.339678601416427,nan,1.051891403496839,nan,1.0519282756298431,nan,1.000834033805107,nan,1.000860289016848,nan
CH EY JH,3,-13.876926672823096,nan,-13.875629233204865,nan,-14.252331106621963,nan,-14.262952884660299,nan,1.0449050707488814,nan,1.0449523293026979,nan,1.001024917213521,nan,1.0010406967382985,nan
CH EY TH,3,-14.745867644089788,nan,-14.743699353825956,nan,-15.891677233787334,nan,-15.854643040661216,nan,1.041469169397427,nan,1.0415215360270527,nan,1.00060497371501,nan,1.0006437997511075,nan
CH EY ZH,3,-15.984467125725292,nan,-15.978631240678254,nan,-15.812879338164628,nan,-15.917174047439937,nan,1.0358190205083684,nan,1.0358797870848806,nan,1.0005286203516444,nan,1.0005716366625272,nan
CH IY DH,3,-15.16735360457277,nan,-15.161785884483063,nan,-16.833470616078415,nan,-16.89355992616152,nan,1.0554367673068314,nan,1.0554687117494472,nan,1.0008697716568251,nan,1.0008941905434021,nan
CH IY SH,3,-12.608671404326138,nan,-12.607774136060247,nan,-15.637091455329811,nan,-15.64205072629947,nan,1.0612014462409385,nan,1.0612248204674741,nan,1.0007934182934595,nan,1.0008220274548218,nan
DH AH CH,3,-14.256393921106874,nan,-14.250906464929123,nan,-16.61162555137066,nan,-16.728566147399405,nan,1.0912010987455245,nan,1.091180443329281,nan,1.00095100268012,nan,1.0009707136674546,nan
DH AH D,3,-12.413565243265346,nan,-12.408947618982566,nan,-13.759300880902048,nan,-13.866692283293485,nan,1.1203299068695223,nan,1.120265946321695,nan,1.002096303130605,nan,1.0020531599961575,nan
DH AH G,3,-13.491912592684056,nan,-13.486977380546529,nan,-15.734752682685308,nan,-15.846395065279236,nan,1.1003635023494032,nan,1.1003292253976682,nan,1.0024780699474334,nan,1.0024139754390584,nan
DH AH SH,3,-13.288706487575546,nan,-13.283859773088349,nan,-16.98548754482372,nan,-17.084142309624294,nan,1.0915828655623527,nan,1.0915616425821304,nan,1.001027356043486,nan,1.0010428767560346,nan
DH AH V,3,-13.310554427101415,nan,-13.30569903694352,nan,-15.036790065877932,nan,-15.149338670073298,nan,1.1063954180552902,nan,1.1063521735926898,nan,1.0023635399023847,nan,1.002305730806188,nan
DH AH Z,3,-13.472364890398818,nan,-13.467438993937403,nan,-14.420759841036057,nan,-14.536034470875316,nan,1.1027304566137386,nan,1.102692660765335,nan,1.001867243040508,nan,1.001836670730417,nan
DH AH ZH,3,-15.867902227655284,nan,-15.858280393142373,nan,-20.396644622999275,nan,-20.228821888370145,nan,1.0842911193609326,nan,1.0842807368527057,nan,1.000301999091512,nan,1.000357327414523,nan
DH AY B,3,-14.925347818348317,nan,-14.920272147014725,nan,-18.0310920737101,nan,-17.79359039235057,nan,1.0603238236362296,nan,1.0603481663467247,nan,1.001144324918499,nan,1.0011533014066414,nan
DH AY DH,3,-17.875115880203765,nan,-17.86524261702546,nan,-19.251654481054675,nan,-19.007618032726484,nan,1.0380286415334579,nan,1.038086129980316,nan,1.000228084558111,nan,1.000287344343679,nan
DH AY M,3,-14.509046077168309,nan,-14.504060877183287,nan,-16.281131463157855,nan,-16.051141120631254,nan,1.0829625958741467,nan,1.082953282040698,nan,1.000953441510085,nan,1.000972893685191,nan
